Journal Report 1 (R4)	Number of Successful Full-text Article Requests by Month and Journal																				
SIMON FRASER UNIV																					
																					
Period covered by Report:																					
2013-01-01 to 2013-12-31																					
Date run:																					
2014-02-24																					
Journal	Publisher	Platform	Journal DOI	Proprietary Identifier	Print ISSN	Online ISSN	Reporting Period Total	Reporting Period HTML	Reporting Period PDF	Jan-2013	Feb-2013	Mar-2013	Apr-2013	May-2013	Jun-2013	Jul-2013	Aug-2013	Sep-2013	Oct-2013	Nov-2013	Dec-2013
Video Watchdog	Video Watchdog	EBSCOhost		349172	1070-9991		16	0	16	0	0	7	0	0	0	0	0	1	2	1	5
Videography	"NewBay Media, LLC"	EBSCOhost		68931	0363-1001		2	0	2	0	0	1	1	0	0	0	0	0	0	0	0
Videomaker	York Publishing	EBSCOhost		68932	0889-4973		39	0	39	0	5	10	1	1	0	0	0	2	0	20	0
VIDHIGYA: The Journal of Legal Awareness	INMANTEC: Integrated Academy of Management & Technology	EBSCOhost		568309	0973-3825		14	0	14	3	2	2	2	0	0	0	0	1	3	1	0
Vidwat: The Indian Journal of Management	Newzen Research Publications	EBSCOhost		640613	0975-055X		83	0	83	3	1	6	2	11	13	8	7	5	10	17	0
Vie et Sciences Économiques	ANDESE	EBSCOhost		785804	0336-142X	2118-3325	2	0	2	0	0	0	0	0	0	0	0	1	1	0	0
Viesoji Politika ir Administravimas	Mykolas Romeris University	EBSCOhost		460734	1648-2603	2029-2872	4	0	4	0	0	1	0	0	0	0	0	0	0	1	2
Vigiliae Christianae	Brill Academic Publishers	EBSCOhost		68967	0042-6032	1570-0720	154	0	154	3	15	15	21	3	12	7	5	4	14	47	8
Vikalpa: The Journal for Decision Makers	Library of Tibetan Works & Archives	EBSCOhost		106553	0256-0909		196	0	196	9	25	34	17	7	10	15	3	5	27	31	13
Vilakshan: The XIMB Journal of Management	Vilakshan: The XIMB Journal of Management	EBSCOhost		568403	0973-1954		90	0	90	4	16	8	23	6	4	2	2	3	12	8	2
Vima tou Asklipiou = Rostrum of Asclepius	Technological Educational Institute of Athens	EBSCOhost		514239	1109-4486		54	0	54	4	6	9	7	0	2	2	0	0	18	6	0
"The Vindicator (Youngstown, Ohio)"	CBS Interactive Inc.	EBSCOhost		73502	0890-9857		1	1	0	0	0	0	0	0	0	0	0	1	0	0	0
Violence and Victims	"Springer Publishing Company, Inc."	EBSCOhost		69012	0886-6708	1945-7073	1651	484	1167	101	228	296	137	34	81	101	21	115	218	267	52
Virginia English Bulletin	Virginia Association of Teachers of English	EBSCOhost		423018	0504-426X		5	0	5	2	2	0	0	0	0	0	0	0	1	0	0
The Virginia journal	VAHPERD	EBSCOhost		339002	0739-4586		25	0	25	0	1	6	3	0	1	3	0	1	2	5	3
Virginia Journal of International Law	Virginia Law Review Association	EBSCOhost		69025	0042-6571		36	0	36	0	2	2	6	0	2	0	0	0	3	17	4
Virginia Journal of Social Policy and the Law	Virginia Law Review Association	EBSCOhost		69029	1068-7955		43	0	43	4	2	12	2	0	3	0	0	2	3	12	3
Virginia law review	Virginia Law Review Association	EBSCOhost		69030	0042-6601	1942-9967	81	0	81	3	5	16	5	1	1	6	2	4	9	24	5
Virginia libraries	Virginia Library Association	EBSCOhost		69033	1086-9751	2331-3331	15	4	11	7	0	0	0	2	0	2	1	2	0	1	0
Virginia Magazine of History and Biography	Virginia Historical Society	EBSCOhost		69034	0042-6636		49	49	0	7	8	10	2	0	0	2	0	2	12	5	1
Virginia Nurses Today	Virginia Nurses Association	EBSCOhost		101340	1084-4740		103	21	82	3	13	15	1	3	1	3	1	9	49	5	0
Virginia Quarterly Review	Virginia Quarterly Review	EBSCOhost		69038	0042-675X	2154-6932	1712	570	1142	64	163	261	153	25	68	123	40	75	215	457	68
Virginia Social Science Journal	Virginia Social Science Association	EBSCOhost		359068	0507-1305		4	0	4	0	0	0	0	0	0	0	0	0	4	0	0
Virginia Sports and Entertainment Law Journal	Virginia Law Review Association	EBSCOhost		73504	1556-9799		5	0	5	0	0	1	0	0	0	0	0	0	0	4	0
Virginia Tax Review	Virginia Law Review Association	EBSCOhost		69043	0735-9004		4	0	4	0	1	0	1	0	0	0	0	0	0	2	0
"Virginia Tech ""Research"" Magazine"	Scholarly Communication Projects	EBSCOhost		459175	0731-9649		4	0	4	2	0	0	1	0	0	0	0	0	0	1	0
Virginia Woolf Miscellany	Virginia Woolf Miscellany	EBSCOhost		186366	0736-251X		7	0	7	0	0	0	0	0	0	0	1	1	3	2	0
Virology Journal	Ministerie van Volksgezondheid en Leefmilieu	EBSCOhost		155926		1743-422X	143	0	143	18	13	25	7	8	1	6	2	7	19	32	5
Virulence	Springer Science & Business Media B.V.	EBSCOhost		594136	2150-5594	2150-5608	50	0	50	1	1	4	6	5	3	3	1	4	10	11	1
Virus Adaptation and Treatment	Dove Medical Press Ltd	EBSCOhost		498298		1179-1624	5	0	5	0	0	0	0	0	2	3	0	0	0	0	0
Viruses	MDPI Publishing	EBSCOhost		154724		1999-4915	67	0	67	0	6	3	7	2	3	8	2	5	5	13	13
Visible Language	Visible Language	EBSCOhost		69066	0022-2224		301	113	188	16	56	24	18	10	30	44	7	23	26	38	9
Vision: A Journal for Church and Theology	American Theological Library Association Historical Periodicals	EBSCOhost		1401676	1492-7799		44	0	44	1	2	13	4	5	14	0	1	0	0	4	0
Vision Monday	"Jobson Publishing, LLC"	EBSCOhost		302703	1054-7665		184	0	184	11	5	8	9	1	6	9	4	40	55	36	0
Vision Systems Design	Wiley eBooks	EBSCOhost		69071	1089-3709		43	0	43	10	10	13	1	1	1	0	0	2	3	2	0
Vision: The Journal of Business Perspective	"Sage Publications, Ltd."	EBSCOhost		198765	0972-2629	2249-5304	85	0	85	2	3	4	4	5	12	2	4	14	8	20	7
Visions: The Journal of Rogerian Nursing Science	Society of Rogerian Scholars	EBSCOhost		129720	1072-4532		275	0	275	26	33	92	39	1	5	4	0	17	29	28	1
Visitor Studies	University of South Australia	EBSCOhost		349607	1064-5578	1934-7715	12	0	12	2	0	1	0	0	0	0	1	1	3	3	1
Visual Anthropology	University of South Australia	EBSCOhost		71959	0894-9468	1545-5920	311	0	311	8	30	49	30	10	17	10	10	21	40	58	28
Visual Anthropology Review	Association of Gay & Lesbian Psychiatrists	EBSCOhost		268480	1058-7187	1548-7458	2	0	2	0	0	0	0	0	0	0	2	0	0	0	0
Visual Anthropology Review	Wiley-Blackwell	EBSCOhost		423421	1058-7187	1548-7458	51	0	51	6	0	17	1	1	0	0	1	9	10	3	3
Visual Artists News Sheet	Visual Artists Ireland	EBSCOhost		1755647			1	0	1	0	0	0	0	0	0	0	0	0	1	0	0
Visual Arts Research	University of Illinois Press	EBSCOhost		69078	0736-0770	2151-8009	106	48	58	11	9	25	3	8	14	2	3	4	9	14	4
Visual cognition	University of South Australia	EBSCOhost		69080	1350-6285	1464-0716	310	0	310	35	30	48	19	16	17	15	5	16	64	39	6
Visual Communication Quarterly	University of South Australia	EBSCOhost		195466	1555-1393	1555-1407	87	0	87	3	4	17	7	0	4	0	5	3	19	22	3
Visual Culture in Britain	Wayne State University Press	EBSCOhost		498831	1471-4787	1941-8361	89	35	54	2	8	18	20	0	0	2	6	1	8	23	1
Visual Culture in Britain (Manchester)	Manchester University Press	EBSCOhost		183065	1471-4787	1941-8361	23	6	17	0	0	3	7	0	1	0	0	0	3	4	5
Visual Culture & Gender	"Northern Illinois University, English Department"	EBSCOhost		362363	1936-1912		16	3	13	0	2	1	2	0	3	0	0	0	0	4	4
Visual Impairment Research	International Pharmaceutical Federation	EBSCOhost		69083	1388-235X	1744-5167	65	0	65	0	2	3	4	0	4	6	0	17	21	8	0
Visual Inquiry: Learning & Teaching Art	Intellect Ltd.	EBSCOhost		970970	2045-5879	2045-5887	8	0	8	0	0	2	0	0	0	2	3	0	0	1	0
Visual Resources Association Bulletin	Visual Resources Association	EBSCOhost		200272	1046-9001		12	0	12	0	0	4	0	1	2	1	0	4	0	0	0
Visual Studies	University of South Australia	EBSCOhost		71297	1472-586X	1472-5878	373	0	373	30	46	75	24	12	18	28	8	18	48	49	17
Vitae Scholasticae	Caddo Gap Press	EBSCOhost		224010	0735-1909		16	1	15	1	8	4	0	1	0	0	0	2	0	0	0
Vital	Nature Publishing Group	EBSCOhost		161498	1741-7503	1741-7511	51	0	51	3	7	12	2	7	3	7	3	2	1	4	0
Vital Speeches International	McMurry Inc.	EBSCOhost		522594			37	0	37	6	2	5	1	0	2	1	0	2	9	6	3
Vital Speeches of the Day	McMurry Inc.	EBSCOhost		69097	0042-742X		2764	1351	1413	153	309	470	248	93	175	231	107	146	233	527	72
Vital and health statistics. Series 1: programs and collection procedures	US Department of Health & Human Services	EBSCOhost		188415	0083-2014		3	0	3	0	1	0	0	0	0	0	0	2	0	0	0
"Vital and health statistics. Series 10, data from the National Health Survey"	US Department of Health & Human Services	EBSCOhost		129588	0083-1972		9	0	9	0	1	4	0	0	1	0	0	0	3	0	0
Vivarium	Brill Academic Publishers	EBSCOhost		69102	0042-7543	1568-5349	47	0	47	2	1	4	11	0	2	0	7	9	0	8	3
Vjesnik Bibliotekara Hrvatske	Croatian Library Association	EBSCOhost		201648	0507-1925	1334-6938	9	0	9	0	0	0	0	0	0	0	0	5	3	1	0
Vniversitas		EBSCOhost		833960	0041-9060	2011-1711	2	0	2	0	0	0	0	1	0	0	0	1	0	0	0
Vocabula Review	Vocabula Review	EBSCOhost		337881	1542-7080		28	0	28	0	1	3	3	2	4	1	0	0	2	9	3
Vocal Magazine	American Antiquarian Society Historical Periodicals	EBSCOhost		658603			19	17	2	0	0	0	0	0	0	19	0	0	0	0	0
Vocational Education Journal	Association for Career & Technical Education	EBSCOhost		69112	0884-8009		13	13	0	0	0	0	6	0	1	0	0	0	4	2	0
Vocational Training Newsletter	Aspen Publishers Inc.	EBSCOhost		106554	0047-5785		8	0	8	2	1	1	1	0	0	1	0	0	2	0	0
Voice of Chorus America	Chorus America	EBSCOhost		402250	1074-0805		4	0	4	0	0	0	0	0	0	0	0	0	4	0	0
Voice of Corporate Citizenship	Boston College Center for Corporate Citizenship	EBSCOhost		1383291			3	1	2	0	0	0	0	1	0	0	0	0	2	0	0
Voice of Experience	Alabama State Bar Association	EBSCOhost		519705	1936-587X		28	24	4	1	1	8	8	0	5	4	0	1	0	0	0
Voice of the West	American Antiquarian Society Historical Periodicals	EBSCOhost		1151839			3	3	0	0	0	0	0	0	0	0	0	3	0	0	0
Voice of Youth Advocates: VOYA	EL Kurdyla Publishing LLC	EBSCOhost		69128	0160-4201		113	68	45	30	8	18	10	1	19	0	12	3	7	5	0
Voice+	Advanstar Communications Inc.	EBSCOhost		69131	1353-9825		2	2	0	2	0	0	0	0	0	0	0	0	0	0	0
Voices of Practitioners: Teacher Research in Early Childhood Education	National Association for the Education of Young Children	EBSCOhost		997425			4	0	4	0	1	0	0	1	0	0	0	0	2	0	0
Vojnosanitetski Pregled: Military Medical & Pharmaceutical Journal of Serbia & Montenegro	Military Medical Academy INI	EBSCOhost		159062	0042-8450		432	0	432	19	58	88	19	17	26	33	7	17	54	81	13
Volleyball (1058-4668)	Madavor Media	EBSCOhost		123859	1058-4668		60	0	60	4	7	1	11	0	0	2	3	4	5	15	8
Volta Review	Alexander Graham Bell Association for the Deaf	EBSCOhost		69147	0042-8639		398	123	275	27	55	52	27	4	24	43	13	22	53	68	10
Voluntas: International Journal of Voluntary and Nonprofit Organizations	Springer Science & Business Media B.V.	EBSCOhost		69152	0957-8765	1573-7888	296	0	296	10	36	20	18	18	11	15	8	71	37	44	8
Vox Sanguinis	Wiley-Blackwell	EBSCOhost		69172	0042-9007	1423-0410	123	0	123	14	14	21	5	6	6	7	5	3	30	7	5
Vrhbosnensia	Katolicki Bogoslovni Fakultet	EBSCOhost		668624	1512-5513		1	0	1	0	0	0	0	0	0	0	0	0	0	0	1
Vulnerable Children and Youth Studies	University of South Australia	EBSCOhost		196274	1745-0128	1745-0136	82	0	82	8	6	14	11	5	0	2	1	6	12	12	5
Vård i Norden / Nordic Journal of Nursing Research & Clinical Studies	Nordic Journal of Nursing Research & Clinical Studies	EBSCOhost		206486	0107-4083		528	0	528	42	70	80	21	26	23	32	5	57	77	91	4
WAC Journal	WAC Clearinghouse	EBSCOhost		501130	1544-4929		11	0	11	0	0	0	11	0	0	0	0	0	0	0	0
Wade Research Foundation Reports	Wade Research Foundation	EBSCOhost		383979	1940-0659		1	0	1	0	0	0	0	0	0	0	0	1	0	0	0
Wagadu: A Journal of Transnational Women's & Gender Studies	State University of New York College at Cortland	EBSCOhost		500181	2150-2226	1545-6196	168	58	110	6	28	34	9	11	8	3	2	2	25	37	3
Waikato Journal of Education	University of Waikato	EBSCOhost		189569	1173-6135		12	0	12	1	1	1	3	0	0	2	0	3	0	1	0
Waikato Times	Waikato Times	EBSCOhost		69216	1170-0688		13	13	0	0	0	0	0	0	2	1	0	0	3	7	0
Wake Forest Law Review	Wake Forest Law Review	EBSCOhost		69219	0043-003X		30	0	30	0	3	10	2	4	1	1	0	0	3	6	0
Waldie's Select Circulating Library	American Antiquarian Society Historical Periodicals	EBSCOhost		172510			2	2	0	0	0	0	0	0	0	2	0	0	0	0	0
Wall Street Journal - Eastern edition	Dow Jones & Company Inc	EBSCOhost		69229	0099-9660		1	0	1	1	0	0	0	0	0	0	0	0	0	0	0
Wall Street Letter	Pageant Media Ltd	EBSCOhost		69235	0277-4992		24	24	0	0	0	6	0	1	4	0	0	5	2	6	0
Wall Street Transcript	Wall Street Transcript	EBSCOhost		69237	0043-0102		264	0	264	37	77	18	10	6	11	20	3	25	40	15	2
Walla Walla Union-Bulletin (WA)	Mcclatchy-Tribune Information Services	EBSCOhost		463396			2	2	0	0	0	0	0	0	0	0	0	0	0	2	0
Wallace Stevens Journal	Wiley-Blackwell	EBSCOhost		100061	0148-7132	2160-0570	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0
Walls & Ceilings	BNP Media	EBSCOhost		69240	0043-0161		6	0	6	0	1	0	1	0	0	0	0	0	3	1	0
The Walrus	Walrus	EBSCOhost		217889	1708-4032		237	0	237	5	8	2	6	1	5	7	3	8	168	22	2
Wanganui Chronicle		EBSCOhost		527970			3	3	0	0	0	0	0	0	0	0	0	0	0	3	0
War in History	"Sage Publications, Ltd."	EBSCOhost		69246	0968-3445	1477-0385	957	96	861	59	104	153	66	89	44	22	11	49	116	201	43
"War, Literature and the Arts- WLA"	US Air Force Academy English Department	EBSCOhost		69247	1949-9752		315	40	275	5	34	75	39	5	34	4	1	15	31	64	8
War & Society	Maney Publishing	EBSCOhost		337923	0729-2473	2042-4345	68	0	68	3	5	9	3	0	4	3	3	2	11	17	8
Ward's Auto World	"Penton Media, Inc."	EBSCOhost		69251	0043-0315		96	45	51	12	7	14	6	2	10	3	2	5	28	4	3
Ward's Dealer Business	"Penton Media, Inc."	EBSCOhost		69254	1086-1629		149	0	149	23	24	25	10	4	7	1	2	7	34	9	3
Warrnambool Standard	Fairfax Media Management Pty Ltd	EBSCOhost		956805			9	9	0	0	0	0	0	0	0	0	0	0	1	8	0
Warsaw Business Journal	New World Publishing	EBSCOhost		69261	1233-7889		4	0	4	0	0	0	0	0	0	0	1	0	3	0	0
Washington Blade	DC Agenda	EBSCOhost		182306	0278-9892		5	5	0	0	1	1	1	2	0	0	0	0	0	0	0
Washington Journal of Modern China	U.S.-China Policy Foundation	EBSCOhost		500141	1064-3028		38	0	38	1	3	14	0	0	1	4	0	0	2	9	4
Washington law review	Washington Law Review	EBSCOhost		69279	0043-0617	1942-9983	45	0	45	4	9	2	6	0	2	0	1	0	0	20	1
Washington Monthly	Washington Monthly	EBSCOhost		69283	0043-0633		329	240	89	42	30	52	34	4	16	33	8	16	14	69	11
Washington Nurse	Washington State Nurses Association	EBSCOhost		101341	0734-5666		82	19	63	10	8	18	6	2	9	0	0	3	20	6	0
Washington Post	American Antiquarian Society Historical Periodicals	EBSCOhost		69285	0190-8286		60	60	0	2	5	14	4	2	0	7	0	0	18	2	6
Washington Post News Feed	American Antiquarian Society Historical Periodicals	EBSCOhost		653550	0190-8286		743	743	0	17	64	91	45	29	38	40	8	39	142	196	34
The Washington Quarterly	Wayne State University Press	EBSCOhost		461420	0163-660X	1530-9177	562	115	447	17	41	179	48	21	10	18	4	17	64	108	35
The Washington Quarterly (MIT)	MIT Press	EBSCOhost		69295	0163-660X	1530-9177	37	3	34	1	1	11	4	2	2	3	2	1	1	8	1
Washington Report on Middle East Affairs	American Educational Trust	EBSCOhost		69298	8755-4917	2163-2782	1788	1788	0	60	116	313	146	54	84	110	103	68	228	436	70
"Washington Times, The (DC)"	Washington Times Daily	EBSCOhost		69312	0732-8494		202	202	0	4	19	26	15	7	7	9	1	7	49	51	7
Washington University Global Studies Law Review	Washington University School of Law	EBSCOhost		152872	1546-6981		4	3	1	0	0	3	0	0	1	0	0	0	0	0	0
Washington University Journal of Law & Policy	Washington University School of Law	EBSCOhost		69315	1533-4686	1943-0000	10	6	4	0	0	3	2	1	0	4	0	0	0	0	0
Washington University Law Quarterly	Washington University School of Law	EBSCOhost		457346	0043-0862		1	1	0	0	0	1	0	0	0	0	0	0	0	0	0
Washington & Lee Law Review	Washington & Lee University for the benefit of the Washington & Lee University Law Review	EBSCOhost		69270	0043-0463		49	1	48	9	4	12	3	0	4	5	0	2	2	6	2
Waste Age	"Penton Media, Inc."	EBSCOhost		69333	0043-1001		315	167	148	26	46	39	26	16	9	6	6	16	90	30	5
Waste News	Crain Communications Inc. (MI)	EBSCOhost		69338	1091-6199		138	138	0	2	13	14	9	6	8	4	6	12	36	25	3
Waste: The Social Context (2005)	Edmonton Waste Management Centre of Excellence (EWMCE)	EBSCOhost		481889			13	0	13	0	0	5	4	0	0	0	0	0	3	1	0
Waste: The Social Context (2008)	Edmonton Waste Management Centre of Excellence (EWMCE)	EBSCOhost		642517			8	0	8	0	2	0	0	0	2	2	0	0	2	0	0
Waste & Recycling News	Crain Communications Inc. (MI)	EBSCOhost		465409	2161-2048		304	304	0	26	25	13	7	5	19	2	21	43	71	60	12
Water	MDPI Publishing	EBSCOhost		599491		2073-4441	52	0	52	2	2	7	1	1	6	8	0	11	4	9	1
"Water, Air, and Soil Pollution"	Springer Science & Business Media B.V.	EBSCOhost		69341	0049-6979	1573-2932	69	0	69	8	7	16	2	5	1	0	0	1	14	13	2
"Water, Air, and Soil Pollution: Focus"	Springer Science & Business Media B.V.	EBSCOhost		69342	1567-7230	1573-2940	7	0	7	1	1	1	1	1	0	0	0	1	0	1	0
Water alternatives	Water Alternatives Association	EBSCOhost		418905	1965-0175		18	0	18	1	1	2	1	0	8	1	1	0	1	2	0
Water Canada	Actual Media	EBSCOhost		674710	1715-670X		19	0	19	0	1	0	0	4	9	1	0	1	0	3	0
Water Efficiency	"Forester Media, Inc."	EBSCOhost		642744	1934-8479	1934-8487	9	0	9	0	0	2	1	2	0	0	0	3	1	0	0
Water Garden Journal	International Waterlily & Water Gardening Society	EBSCOhost		484563	1069-5982		1	0	1	0	0	0	0	0	0	0	0	0	0	1	0
Water Policy	IWA Publishing	EBSCOhost		125850	1366-7017	1996-9759	173	0	173	21	22	28	16	2	5	3	3	10	33	24	6
Water Policy (Elsevier)	Medical Education Solutions Ltd	EBSCOhost		69360	1366-7017		12	0	12	0	0	4	0	0	2	0	2	0	3	0	1
Water Quality Research Journal of Canada	IWA Publishing	EBSCOhost		1131407	1201-3080		62	35	27	9	4	10	2	6	0	8	0	7	6	9	1
Water Resources	Springer Science & Business Media B.V.	EBSCOhost		69368	0097-8078	1608-344X	7	0	7	0	1	4	0	2	0	0	0	0	0	0	0
Water Resources IMPACT	American Water Resources Association	EBSCOhost		212621	1522-3175		15	0	15	0	0	5	0	1	3	2	1	1	1	1	0
Water Resources Management	Springer Science & Business Media B.V.	EBSCOhost		69372	0920-4741	1573-1650	10	0	10	0	0	4	0	0	0	1	0	2	1	2	0
Water SA	Water SA	EBSCOhost		91497	0378-4738	1816-7950	70	0	70	11	11	8	10	5	2	2	2	4	3	8	4
Water Science and Technology: A Journal of the International Association on Water Pollution Research	IWA Publishing	EBSCOhost		69379	0273-1223	1996-9732	456	0	456	46	49	57	96	15	19	38	15	24	23	51	23
Water Science and Technology: Water Supply	IWA Publishing	EBSCOhost		69380	1606-9749	1607-0798	44	0	44	2	0	3	1	2	9	3	1	8	7	8	0
Water Technology	"Penton Media, Inc."	EBSCOhost		354335	0192-3633		4	4	0	0	0	0	0	0	0	0	0	0	0	4	0
Water and Environment International	Turret Group Ltd	EBSCOhost		69344	0969-9775		26	26	0	0	17	5	1	1	0	0	0	0	0	0	2
Water and environment journal	Wiley-Blackwell	EBSCOhost		196082	1747-6585	1747-6593	10	0	10	0	0	0	0	0	0	0	0	0	7	1	2
Watercolor	F + W Media	EBSCOhost		69402	1053-3915		33	12	21	1	2	2	3	3	1	0	0	13	2	1	5
"Water-Cure Journal, Devoted To The Explanation of The Philosophy & Practice of Hydrotherapy, or The Water-Cure"	American Antiquarian Society Historical Periodicals	EBSCOhost		770943			2	1	1	0	2	0	0	0	0	0	0	0	0	0	0
"Water-cure Journal, & Herald of Reforms"	American Antiquarian Society Historical Periodicals	EBSCOhost		770919			2	1	1	0	2	0	0	0	0	0	0	0	0	0	0
WaterSki	Bonnier Corporation	EBSCOhost		664549	0883-7813		2	0	2	0	0	0	0	0	0	0	0	0	2	0	0
Waterworld	Wiley eBooks	EBSCOhost		78315	1083-0723		1	0	1	0	0	0	0	0	0	0	0	0	1	0	0
We : A Lifestyle Magazine for People with Disabilities	WE Publications	EBSCOhost		69417	1092-9533		10	10	0	2	1	2	2	1	0	0	0	0	0	2	0
WE international	Women & Environments International Magazine	EBSCOhost		79177	1485-1571		28	26	2	1	1	3	2	0	1	0	3	0	1	11	5
"We (New York, N.Y.)"	WE Publications	EBSCOhost		426729	1092-9533		1	1	0	0	0	0	0	1	0	0	0	0	0	0	0
Wearables	"Advertising Specialty Institute, Inc."	EBSCOhost		458577			123	0	123	11	15	9	9	1	0	4	2	13	37	19	3
Wearables Business	"Advertising Specialty Institute, Inc."	EBSCOhost		69434	1096-3766		25	0	25	2	0	3	2	0	0	4	0	2	8	3	1
"Weather, Climate and Society"	American Meteorological Society	EBSCOhost		577073	1948-8327	1948-8335	23	0	23	0	2	1	0	0	5	3	4	0	1	7	0
Weather and Forecasting	American Meteorological Society	EBSCOhost		69436	0882-8156	1520-0434	96	0	96	3	11	10	1	5	37	4	2	2	2	16	3
Weatherwise	Wayne State University Press	EBSCOhost		69439	0043-1672	1940-1310	144	72	72	15	18	28	10	14	2	5	8	14	11	17	2
Web Ecology	Wiley-Blackwell	EBSCOhost		71551	2193-3081	1399-1183	7	0	7	0	0	0	1	1	0	0	0	0	2	1	2
Web Intelligence and Agent Systems	Hindawi Publishing Corporation	EBSCOhost		100661	1570-1263	1875-9289	18	0	18	1	1	4	0	0	1	3	0	0	3	5	0
Webology	University of Tehran	EBSCOhost		166997	1735-188X		4	0	4	1	0	0	1	0	0	0	0	0	2	0	0
Weed Biology and Management	Wiley-Blackwell	EBSCOhost		69457	1444-6162	1445-6664	15	0	15	0	3	0	4	1	0	0	0	0	1	5	1
Weed research	Wiley-Blackwell	EBSCOhost		69458	0043-1737	1365-3180	40	0	40	4	4	2	5	6	1	2	6	0	2	7	1
Weed science	Allen Press Publishing Services Inc.	EBSCOhost		69459	0043-1745	1550-2759	3	0	3	0	1	0	0	2	0	0	0	0	0	0	0
Weed Technology: A Journal of the Weed Science Society of America	Allen Press Publishing Services Inc.	EBSCOhost		69460	0890-037X	1550-2740	5	0	5	0	0	0	0	3	1	0	0	0	1	0	0
Weekly Compilation of Presidential Documents	Superintendent of Documents	EBSCOhost		69462	0511-4187		73	42	31	0	4	15	8	10	14	1	0	3	7	9	2
"Weekly Middle East Reporter (Beirut, Lebanon)"	Middle East Reporter	EBSCOhost		604292			3	0	3	0	0	1	1	0	0	0	0	0	1	0	0
Weekly Novelette	American Antiquarian Society Historical Periodicals	EBSCOhost		911805			4	3	1	0	0	0	0	0	0	4	0	0	0	0	0
Weekly reader. edition 2	Scholastic Inc.	EBSCOhost		69469	0890-3212		2	0	2	0	0	0	0	0	1	0	0	0	0	1	0
Weekly reader. edition 2 (Teacher's edition)	Weekly Reader Corporation	EBSCOhost		559773	0890-3212		1	0	1	0	0	0	0	0	1	0	0	0	0	0	0
Weekly reader. edition 3 (Weekly Reader News)	Scholastic Inc.	EBSCOhost		69470	0890-3204		3	0	3	0	0	0	0	1	0	0	0	0	0	2	0
Weekly reader. edition 4 (Weekly reader news)	Scholastic Inc.	EBSCOhost		69471	0890-3190		1	0	1	0	0	0	0	0	0	0	0	0	0	0	1
Weekly reader. edition K	Scholastic Inc.	EBSCOhost		69472	0890-3166		1	0	1	0	0	0	0	0	0	0	0	0	0	1	0
Weekly reader. Pre-K (Teacher's edition)	Weekly Reader Corporation	EBSCOhost		559775	0890-3174		1	0	1	0	0	0	0	0	0	0	0	0	0	1	0
Welded Steel Tube & Pipe Monthly	Wiley eBooks	EBSCOhost		968736	1749-3765		30	30	0	0	0	1	29	0	0	0	0	0	0	0	0
Welding Design & Fabrication	"Penton Media, Inc."	EBSCOhost		69493	0043-2253		16	1	15	15	1	0	0	0	0	0	0	0	0	0	0
Wellness Options	Wellness Options Publishing Inc.	EBSCOhost		202941	1496-1008		22	0	22	1	3	2	2	0	0	0	1	0	2	8	3
Wellness Perspectives	Law & Psychology Review	EBSCOhost		43816	0748-1764		47	47	0	11	3	5	1	4	2	0	0	2	4	15	0
WellSpring	Governors of the University of Alberta	EBSCOhost		339732	1187-7472		72	0	72	3	8	14	9	0	2	2	2	2	11	15	4
"Well-Spring (Boston, MA 1844-1862)"	American Antiquarian Society Historical Periodicals	EBSCOhost		770941			1	1	0	0	0	0	0	0	0	1	0	0	0	0	0
WeMedia	WE Publications	EBSCOhost		78401	1092-9533		1	1	0	0	0	0	0	0	0	0	0	0	1	0	0
Wenatchee business journal	NCW Media	EBSCOhost		69530	0043-3365		17	5	12	3	2	2	0	0	2	0	1	0	5	2	0
Wenatchee World (WA)	World Publishing Company / Wenatchee	EBSCOhost		69531			3	3	0	0	0	1	0	0	0	0	0	0	0	2	0
"Werk, Bauen + Wohnen"	Zollikofer AG	EBSCOhost		9392	0257-9332		9	2	7	1	1	1	1	0	0	0	2	0	2	1	0
Wesleyan Theological Journal	Wesleyan Theological Society	EBSCOhost		89816	0092-4245		76	0	76	5	13	19	5	11	4	5	1	1	4	6	2
West African journal of medicine	West African Journal of Medicine	EBSCOhost		493093	0189-160X		56	0	56	3	21	5	1	3	5	5	2	1	5	3	2
West African Journal of Nursing	West African College of Nursing	EBSCOhost		422991	1117-9686		202	0	202	6	12	18	2	3	12	6	0	27	75	37	4
West Branch	West Branch	EBSCOhost		400295	0149-6441		1	0	1	0	0	0	0	0	0	0	0	0	1	0	0
"West Briton, The"		EBSCOhost		458417			1	1	0	0	0	0	0	0	0	0	0	0	0	1	0
West Carleton Review (ON)		EBSCOhost		2023884			1	1	0	0	0	0	0	0	0	0	0	0	1	0	0
West Coast Line	West Coast Review Publishing Society	EBSCOhost		69547	1182-4271		34	0	34	0	0	0	0	0	0	0	0	0	9	24	1
West Indian Journal of Engineering	University of the West Indies - Mona	EBSCOhost		209510	0511-5728		11	0	11	0	0	1	1	1	0	0	0	1	2	5	0
West Indian Medical Journal	University of the West Indies - Mona	EBSCOhost		382206	0043-3144		172	0	172	5	14	42	6	7	14	9	3	11	24	28	9
The West London Medical Journal	University of Buckingham Press	EBSCOhost		500125	1757-756X	1757-7578	9	0	9	2	1	4	1	0	0	0	0	1	0	0	0
West Tennessee Historical Society Papers	West Tennessee Historical Society	EBSCOhost		198237	0361-6215		3	0	3	0	0	0	0	0	0	0	0	0	0	2	1
